#key	synopsis
Battle Cars (USA)	Battle Cars se déroule dans un univers futuriste. Au 22ème siècle, le championnat international de Battle Cars a été créé. Vous incarnez un pilote débutant qui intègre ce championnat. Durant les courses, tous les coups sont permis. Les voitures sont équipées en conséquence, avec des pics sur les côtés et sur les roues pour éliminer les adversaires. Les véhicules sont d'ailleurs personnalisables, moyennant de l'argent obtenu après les courses.
Battle Clash (USA)	Battle Clash est un jeu qui utilise le pistolet optique Super Scope. Dans ce jeu, vous combattez dans une version futuriste du monde en incarnant un guerrier nommé Michael Anderson, qui participe à une compétition simplement appelée le « Battle Game ». Les participants au Battle Game s'affrontent à bord de chars mobiles (ou ST, pour « Standing Tanks »), dotés d'une grande variété de systèmes d'armement et de configurations. Pour vaincre les ennemis à chaque niveau, vous devez tirer sur les points faibles de leur armure afin de leur infliger des dégâts. Le jeu défile automatiquement en suivant l'adversaire, vous ne pouvez donc pas esquiver les balles manuellement. Vous devrez jouer de manière défensive en les abattant.
Battle Commander - Hachibushuu, Shura no Heihou (Japan)	Battle Commander est un jeu de stratégie en temps réel. Vous devez choisir entre 3 tribu. Vous arrivez alors sur une carte vue du ciel, l'écran étant centré sur votre base militaire. Vous pouvez vous déplacer à l'aide d'un curseur pour visualiser le terrain de jeu, et notamment les deux bases ennemies. Vous pouvez créer des unités de robots,commandants ou simple soldats.Le temps de jeu est chronométré.
Battle Cross (Japan)	Battle Cross est un jeu de course compétitif proposant une vue aérienne sur un seul écran, à l'instar de RC Pro Am. Le jeu comporte une touche d'humour, les pilotes rencontrant souvent des objets insolites sur le circuit et des cinématiques comiques pendant l'intro et les célébrations d'après-course. Plutôt que des motos, les pilotes utilisent une sorte de hoverbike qui leur permet de sauter et de faire demi-tour plus efficacement sur le circuit. Le jeu prend en charge jusqu'à cinq joueurs et utilise un système de mot de passe pour enregistrer la progression.
Battle Dodge Ball (Japan)	Battle Dodge Ball sur Super Nintendo est un jeu de dodgeball, l'équivalent du ballon prisonnier. Plutôt que de diriger des enfants, l'univers du jeu amène à disputer des parties intergalactiques entre des robots et des extraterrestres. Chaque équipe possède des particularités et une arène spéciale. Il est bien sûr possible de jouer à deux.
Battle Dodge Ball II (Japan)	Battle Dodge Ball 2 sur Super Nintendo, est un jeu de dodgeball, l'équivalent du ballon prisonnier. Plutôt que de diriger des enfants, l'univers du jeu amène à disputer des parties intergalactiques entre des robots et des extraterrestres. Chaque équipe possède des particularités et une arène spéciale. Il est bien sûr possible de jouer à deux.
Battle Grand Prix (USA)	Battle Grand Prix est un jeu de Formule 1, avec une vue de dessus. Le jeu vous propose de choisir votre niveau de difficulté parmi trois. Il y a trois modes de jeu proposés, jouables seul ou à deux : - &quot;Survival&quot;, il s'agit d'un championnat, où prennent place huit concurrents gérés par un joueur ou par l'ordinateur, et où le but est d'essayer d'aller le plus loin possible. - &quot;Champion&quot;, huit concurrents se défient pour finir premier de la course. - &quot;le Versus&quot;, deux participants, et vous vous défiez dans une course en un contre un sur le circuit de votre choix. - &quot;Slot&quot;, vous ne dirigez pas la voiture, vous ne faites qu'accélérer et c'est l'ordinateur qui prend les virages tout seul comme un grand !
Battle Jockey (Japan)	Battle Jockey propose trois modes de jeu distincts : le championnat, le duel et le tiercé. Le mode Championnat et duel vous permet de diriger votre monture et son cavalier. Le terrain est vu de trois quarts haut et vous y affrontez cinq concurrents. Si vous traînez trop, vous vous ferez rattraper par le défilement d'écran et vous perdrez de la vie. Lorsque votre jauge de vie est à sec, vous mourez. Vous réapparaîtrez un peu plus tard sous forme d'ange équidé !
Battle Master - Kyuukyoku no Senshi-tachi (Japan)	Battle Master: Kyuukyoku no Senshitachi (« Battle Master : Ultimate Warrior ») est un jeu de combat en face-à-face sur le thème de la science-fiction, exclusivement disponible sur Super Famicom. Il a été développé par System Vision, qui avait auparavant travaillé sur le jeu de combat Deadly Moves pour la SNES. Le joueur peut choisir parmi sept personnages et jouer en mode solo avec chacun d'entre eux, affrontant différents adversaires et combattant un boss à la fin. Il existe également un mode Versus qui permet à deux joueurs de s'affronter avec les combattants de leur choix.
Battle Pinball (Japan)	Battle Pinball est un jeu de flipper. Le jeu nous propose quatre monde, le premier se déroule dans une immense ville en pleine invasion, le second en plein dans l'espace intersidéral, le troisième dans une plaine aride, et le dernier au fin fond des océans. Comme dans un flipper normale il y a des tas de bumpers, de rampes, de ressorts, de trous, de dominos, des cibles... Autant d'occasions de marquer des tas de points, puisque tel est le but du jeu.
Battle Racers (Japan)	Battle Racers est un jeu de courses de tondeuses à gazon. Le jeu vous propose de choisir entre 4 personnages d'un célèbre dessin animé, à travers des circuits loufoques. Trois championnats s'offrent à vous, constitués de quatre à six circuits du plus simple ou plus difficile Battle Racers offre une vue de dos et simule la 3D. L'écran est scindé en deux horizontalement. En solo la partie haute montre le personnage que l'on contrôle, et la partie basse la carte du circuit. À deux, cette partie basse montre l'autre joueur.
Battle Robot Retsuden (Japan)	Le joueur contrôle un énorme mecha qui doit lutter contre d'autres mecha. L'un de ses points critiques est que le dialogue est excessive grand pour un jeu de stratégie. La lutte contre une sorte des forces du mal, le joueur doit combattre des robots soit par les coups de poing ou d'utiliser des armes sur eux. les joueurs peuvent soit commander directement leur mech ou reléguer le fonctionnement du robot à l'IA.
Battle Soccer - Field no Hasha (Japan)	Battle Soccer est un jeu de football qui inclut des personnages de franchises très connus comme Gundam, Ultraman, Kamen Rider et Godzilla. Vous avez le choix entre deux modes: l'exhibition et le tournoi. &quot;L'exhibition&quot;, il s'agit d'un simple match sans enjeu. &quot;Le tournoi&quot; est une suite de matches à élimination directe. Vous pouvez sélectionner votre équipe et le terrain (gazon ou de la terre, rien ne vous empêche de jouer dans l'espace par exemple),si vous avez choisi le mode &quot;exhibition&quot; Dans ce jeu les 90 minutes sont symbolisées par deux mi-temps de cinq minutes chacune. Il est possible de jouer à plusieurs.
Battle Soccer 2 (Japan)	Battle Soccer 2 est la suite de Battle Soccer. Vous avez le choix entre deux modes de jeu : l'exhibition et le tournoi. &quot;L'exhibition&quot; un simple match amical sans enjeu.&quot;Le tournoi&quot; est une suite de matches à élimination directe. Les 90 minutes en sont devenues dix dans Battle Soccer 2. Ce qui est tout de même suffisant pour planter une bonne dizaine de buts chacun. Vous pourrez jouer seul ou à deux joueurs. Différents terrain sont sélectionnables lors du mode exhibition (gazon, terre,la glace ou l'espace).
Battle Submarine (Japan)	C'est une simulation de sous-marin, on choisit entre un mode campagne qui suit un déroulement bien précis et un mode libre dans lequel on peut choisir un scénario. Un briefing nous décrit ensuite l'objectif de la mission. On peut augmenter et diminuer la puissance des machines, tirer une torpille, utiliser le canon ou aller sous l'eau. Sous la mer, la vue est différente car notre sous-marin est représenté à l'écran (on est en vue subjective à la surface).
Battle Tycoon - Flash Hiders SFX (Japan)	Battle Tycoon : Flash Hiders SFX est un jeu de combat qui propose deux modes de jeu distincts. -Le premier vous permet d'effectuer des matches simples seul contre l'ordinateur ou à deux joueurs, ou encore d'observer des démonstrations entre deux personnages gérés par le CPU. -Le deuxième &quot;mode scénarisé&quot; jouable uniquement seul, il permet d'entraîner un personnage et de sauvegarder la progression de ses statistiques, afin de le réutiliser plus tard lors des combats standards. Les combats se déroulent en deux rounds gagnants chronométrés.
Battle Zeque Den (Japan)	Battle Zeque Den est un jeu de combat en 2D side-scrolling. Trois guerriers doués en martiaux et magie doivent combattre les forces des ténèbres pour rétablir l'équilibre du monde. Le joueur peut choisir parmi l'un des trois personnages: Rufu, le combattant rousse qui attaque avec l'élément du feu; Kairu,aux cheveux violets magie de l'eau; et Hamusu, l'héroïne la plus jeune avec des gants de boxe et de la magie.
Battletoads in Battlemaniacs (USA)	Les trois Battletoads, Zitz, Rash et Pimple, se trouvent au Tibet pour assister à la présentation du Psicone Gamescape, une machine de réalité virtuelle. Soudain, un monstre surgit de l'univers du jeu, s'empare de la fille du PDG de Psicone et de Zitz, puis les ramène dans le Gamescape. Bien sûr, Rash et Pimple vont devoir pénétrer dans le Gamescape pour les sauver. Battletoads in Battlemaniacs est un autre jeu de la série Battletoads de Rare. Tout comme son prédécesseur, il mélange des éléments de jeu de combat (dans le style de Double Dragon) avec d'autres types de gameplay, comme des niveaux de course, des niveaux de « chevauchée de serpent » et autres. Il y a quelques niveaux bonus entre certains des niveaux normaux, où le joueur peut collecter des vies supplémentaires. Les amis peuvent faire équipe et vaincre leurs adversaires ensemble dans les deux modes coopératifs disponibles. En mode A, les joueurs peuvent se frapper entre eux, tandis qu'en mode B, ils ne le peuvent pas.
Battletoads-Double Dragon (USA)	La Terre est prise pour cible par Colossus, un vaisseau de guerre aussi grand qu'une ville. À l'aide de puissants canons laser, il a détruit la plupart des forces de défense terrestres, tandis que ses nombreuses troupes s'occupent du reste de la planète. Tous, sauf cinq guerriers. Les Battletoads, bien conscients des forces maléfiques qui rôdent dans la galaxie, s'allient à Billy et Jimmy Lee de Double Dragon pour défendre la Terre contre ce vaisseau meurtrier et ses troupes. À l'aide d'une gamme de coups spéciaux, vous devez vous frayer un chemin à travers les rues jusqu'au cœur du vaisseau pour le détruire.
Bazooka Blitzkrieg (USA)	Les robots de la Sylon Corporation, les machines de combat cyborg-commando XT7, sont devenus incontrôlables et menacent la ville. Les citoyens sont en danger et le seul moyen de les arrêter est de les détruire. Bazooka Blitzkrieg est un jeu de tir à la première personne qui utilise le pistolet optique Super Scope. Les joueurs commencent la partie soit en mode Blitzkrieg, soit en mode Boot Camp (entraînement pour chacun des niveaux). Au début de la partie, l'écran se déplace lentement de gauche à droite. Le joueur tire sur les différents robots pour les détruire. Le pistolet Super Scope dispose d'un tir régulier de type « mitrailleuse », ainsi que d'un tir chargé plus puissant. Il y a trois niveaux au total et des boss à la fin de chaque niveau qui doivent être détruits par sections.
Beauty and the Beast (USA)	La Belle et la Bête est l'adaptation sur Super Nintendo de Beauty and the Beast, l'un des classiques de Disney, inspiré du conte écrit par Jeanne-Marie Leprince de Beaumont au 18e siècle. Vous incarnez la Bête qui erre dans son château à la recherche de Belle. La barre de vie du héros est symbolisée par la rose enchantée qui condamne le héros à être un monstre. Vous revivez l'histoire du seul film Disney à avoir été sélectionné pour un oscar dans la catégorie meilleur film.
Beavis and Butt-Head (USA)	Beavis and Butt-Head est l'adaptation sur Super Nintendo de la série animée américaine diffusée sur MTV dans les années 90. Vous jouez avec les deux compères et enchaînez les bêtises au collège, à l'hôpital ou dans Highland, la ville fictive du dessin animé. La vulgarité, la violence et la stupidité sont toujours au rendez-vous, sans oublier le ricanement culte des deux protagonistes.
Bebe's Kids (USA)	Bebe's Kids est constitué de cinq niveaux plus ou moins bien délimités et vous avez le choix entre deux personnages, qui vous mèneront tout d'abord dans les allées du parc, puis dans la maison hantée, puis sur le bateau pirate, puis dans les souterrains, et enfin dans la tanière du boss final. Chacun des stages, est constitué de différentes sections durant lesquelles il faudra soit bastonner tout ce qui se présente à vous (des clowns, des robots, des gardes...), soit détruire tout ce qui traîne dans les parages.
Beethoven - The Ultimate Canine Caper! (USA)	Beethoven 2 est un jeu dans lequel vous avez la chance de vous glisser dans la peau de Beethoven, cet adorable gros chien du film. Tes quatre chiots doivent être sauvés et ramenés à leur maman. En tant que père et gardien responsable, tu devras d'abord retrouver les chiots, en évitant les dangers tels que les chats de mauvaise humeur, les fourrières méchantes, les glands qui ont l'habitude de tomber juste au moment où tu passes dessous, et les skateurs imprudents. Vous pouvez aboyer sur ces adversaires pour les effrayer. Et si vous trouvez une source d'eau (comme un tuyau d'arrosage), vous pouvez vous mouiller puis, dans une situation tendue, vous secouer pour éliminer tous ceux qui se trouvent à proximité.
Benkei Gaiden - Suna no Shou (Japan)	Benkei Gaiden : Suna no Shou est un RPG à la japonaise, reprenant le concept d'alternance entre villes et donjons ou assimilés. Les deux types de sites sont représentés sur atlas, sur lequel vous vous déplacerez à loisir moyennant des combats intempestifs contre toutes sortes de monstres. Les combats se déroule au tour par tour qui se déclenchent de manière aléatoire.
Best of the Best - Championship Karate (USA)	Dans Best of the Best : Championship Karate sur Super Nintendo, devenez le meilleur combattant de kick boxing et non de karaté, comme l'annonce le titre. Après avoir choisi votre représentant parmi plusieurs personnages issus de pays différents et possédant des caractéristiques propres, vous devez l'entraîner afin d'être prêt pour les combats. Il faut bien faire attention à ne pas perdre un match, car à chaque défaite, les caractéristiques du boxeur chutent.
Best Shot Pro Golf (Japan)	Best Shot Pro Golf est une simulation de Golf. Le joueur choisit comment doit se dérouler chaque journée : on peut s' entraîner dans des domaines spécifiques (put, swing ...), se maintenir en forme en allant à la salle de gym ou aller sur le green effectuer quelques parties. D'autres options plus surprenantes sont disponibles comme la méditation dans un temple, ou aller à un rencard avec sa copine ! Des entraîneurs et d'autres personnages interviennent chaque jour et il y a de nombreux dialogues.
Big Ichigeki! Pachi-Slot Daikouryaku (Japan)	Big Ichigeki ! Pachi-Slot Daikouryaku est uniquement un jeu d'argent et de hasard Le jeu vous propose de vous amusez sur les différentes bornes.
Big Ichigeki! Pachi-Slot Daikouryaku 2 - Universal Collection (Japan)	Un jeu de Pachi-Slot (machine a sous japonaise) ce deuxième opus laisse un peu plus de choix parmi les machines disponibles.
Big Sky Trooper (USA)	C'est Jack Spudtop qui vient à la rescousse ! En tant que général 21 étoiles des Big Sky Troopers, c'est à toi d'empêcher le perfide Sultan of Slime et son armada extraterrestre de limaces glissantes de conquérir l'univers. Fraye-toi un chemin à travers l'autoroute interstellaire Skyway avec l'aide de ton acolyte FIDO, un omnicomputer numérique interactif flexible, puis bats-toi dans chaque monde farfelu pour rassembler un arsenal d'armes.
Bike Daisuki! Hashiriya Tamashii (Japan)	Bike Daisuki ! Hashiriya Damashii-Rider's Spirits est un jeu de course de moto. Le jeu prend de nombreux aspects de Super Mario Kart, y compris l'aspect global du jeu, son utilisation du mode 7 pistes et la façon dont il commence chaque course avec un coup de caméra panoramique. Le jeu propose huit personnages jouables avec différentes statistiques (poids, la vitesse et l'accélération max). Bien que similaire à Super Mario Kart, le jeu ne dispose pas d'armes et de power-ups et au lieu d'utiliser l'écran du haut pour l'action et l'écran du bas pour une carte globale (ou le deuxième joueur), l'écran du haut permet au joueur de voir qui est derrière eux.
Biker Mice from Mars (USA)	Biker Mice from Mars est l'adaptation en jeu de courses de la série animée américaine des années 90. Vous avez le choix parmi six pilotes (les trois frères souris Throttle, Modo et Vinnie, et trois des ennemis du dessin animé). Vous dirigez votre pilote avec une vue d'ensemble et engrangez de l'argent à chaque victoire, utile pour apporter des modifications à votre engin avec la mécanicienne Charley. Tous les coups sont permis dans ces courses jouables en solo ou à deux.
Bill Laimbeer's Combat Basketball (USA)	Bill Laimbeer's Combat Basketball est théoriquement un jeu de &quot;basket-ball&quot;. Le but du jeu n'a pas changé par contre, il s'agit toujours de planter le plus de paniers en un temps limité, ce marqué à l?extérieur valant trois points et ceux marqués depuis l'intérieur en valant deux. Les équipes n'étant que de trois joueurs, il est bien évident que le jeu est orienté vers l'attaque. Les participants sont engoncés dans des combinaisons protectrices intégrales. Aucune faute n'est sifflée en dehors de la sortie de jeu, rien ne vous empêche de bondir sur le porteur du ballon pour lui faire embrasser le terrain avec les dents, c'est même conseillé si vous voulez l'emporter.
Bill Walsh College Football (USA)	Bill Walsh College Football est un jeu de football américain sur Super NES. Ce jeu s'intéresse particulièrement à la ligue étudiante très appréciée aux États-Unis. Choisissez parmi les équipes les plus prestigieuses et faites honneur à votre université. Le titre propose les 25 équipes de la saison 92 auxquelles viennent s'ajouter une sélection de 25 équipes de légendes (Pitt '80, Auburn '83, Florida '84, Brigham Young University Provo' 84, Texas '81, Notre Dame '88...).
Bing Bing! Bingo (Japan)	Le concept de base de Bing Bing! Bingo est que le joueur est en vacances sur une île privée quelque part dans le monde qui est connu pour son style de vie orienté Bingo. Il peut soit jouer au bingo à travers une machine à sous. Il est également possible de faire le jeu du bras de fer et un mode où les joueurs peuvent faire des paris..
BioMetal (USA)	A la suite d'une guerre, une expédition part à la recherche de nouvelles ressources. Ils découvrent que les ennemis ont lancé une dernière expérience, construire des machines avec l'agressivité des animaux sauvages. Ces créatures sont appelées BioMetal. Vous contrôlez un vaisseau qui a été envoyé pour détruire cette menace. Avec une vue de côté, vous devez éliminer tous les ennemis à l'écran grâce aux différents missiles du vaisseau.
Bishin Densetsu Zoku (Japan)	Zoku: The Legend of Bishin est un jeu d'action avec des éléments vidéo de course. Le jeu se déroule dans et autour de Tokyo après éclate Mont Fuji de façon catastrophique en 2020. Alors que Tokyo survit et le peuple a réussi à réparer les zones où le volcan a détruit leurs biens, il devient marginalisés et deviennent infestés par les gangs de rue...
Bishoujo Janshi Suchie-Pai (Japan)	Voici un jeu de mahjong scénarisé mettant en scène des jeunes filles sexy dessinées avec talent par le célèbre character-designer Kenichi Sonoda. Dans le mode story, on choisit une grande ville japonaise correspondant à un scénario puis on se déplace de quartier en quartier pour affronter un adversaire à chaque fois.
Bishoujo Senshi Sailor Moon (Japan)	Le manga et dessin animé Sailor Moon a droit à son adaptation sur Super Nintendo. Ce beat'em all reprend la première saison du dessin animé et vous avez le choix parmi les cinq guerrières pour combattre les forces du mal. Sailor Moon, Mercure, Mars, Jupiter et Venus ont toutes des attaques spéciales différentes et des particularités comme la vitesse de Sailor Mercure ou le fouet de Sailor Venus. Les fans seront ravis de parcourir les lieux de la série en compagnie des cinq héroïnes.
Bishoujo Senshi Sailor Moon - Another Story (Japan)	Sailor Moon : Another Story est l'adaptation de la série animée en jeu de rôle sur la Super Nintendo. Cependant, l'histoire du jeu n'est pas directement issue du dessin animée mais est inédite. Elle se déroule après les événements de la saison trois. Le cristal d'argent est menacé par une force mystérieuse. Vous contrôlez les Sailors et tentez de découvrir qui en veut au cristal pour les empêcher de l'utiliser à des fins obscures.
Bishoujo Senshi Sailor Moon R (Japan)	Sailor Moon R est l'adaptation de la deuxième saison de la série Sailor Moon sur Super Nintendo. La fille de Sailor Moon arrive du futur pour la prévenir du destin tragique qui l'attend. Les cinq guerrières enfilent de nouveau leur costume d'écolière pour combattre le Prince Diamant et changer le futur. Les nombreuses séquences de dialogues illustrés entre les combats raviront les fans de la série.
Bishoujo Senshi Sailor Moon S - Jougai Rantou! Shuyaku Soudatsusen (Japan)	Sailor Moon S : Jougai Ranto !? Shuyaku Soudatsusen est un jeu de combat reprenant les personnages de la troisième saison de la série Sailor Moon. Vous saurez enfin laquelle des cinq Sailors est la plus forte. Attention cependant aux trois nouvelles : Sailor Pluton, Uranus et Neptune qui sont toutes les trois encore plus puissantes. Le mode histoire vous fait revivre la série à travers les combats les plus importants. Il est également possible de faire un tournoi et des combats simples contre un
Bishoujo Senshi Sailor Moon S - Kondo wa Puzzle de Oshioki yo!! (Japan)	Sailor Moon S : Kondo wa Puzzle de Oshioki yo sur Super NES est un puzzle-game dans la plus pure tradition dans lequel vous jouez avec vos personnages favoris de la série animée Sailor Moon. Vous avez le choix parmi onze personnages tirés de la série. Le but du jeu est de vider son tableau de tous les blocs de couleur. Une fois que des blocs de même couleur sont accolés, sélectionnez l'un d'eux pour les faire disparaître, et ainsi de suite.
Bishoujo Senshi Sailor Moon S - Kurukkurin (Japan)	Sailor Moon S : Kurukkurin est l'adaptation de la troisième saison de la série Sailor Moon en jeu de puzzles. Après avoir choisi un personnage parmi les huit héros de la saison trois, vous vous battez en duel contre l'ordinateur ou un autre joueur. Chacun des joueurs possède une grille de dix rangées et six colonnes de coeurs transparents. Le but est de faire des lignes de coeurs en changeant leur couleur pour faire tomber les trésors qui apparaissent aléatoirement sur la grille.
Bishoujo Senshi Sailor Moon SuperS - Fuwafuwa Panic (Japan)	Sailor Moon Super S : Fuwa Fuwa Panic sur Super Nintendo est le deuxième jeu de puzzle reprenant l'univers de la série animée Sailor Moon, après Sailor Moon S : Kurukkurin. Des ballons de quatre couleurs différentes sont disposées sur un tableau. Avec votre personnage, vous devez tirer sur les ballons pour que ceux qui sont de même couleur se retrouvent côte à côte, ce qui les fait disparaître et donne des points. Chaque personnage dispose d'un tir spécial pour exploser plus de ballons.
Bishoujo Senshi Sailor Moon SuperS - Zenin Sanka!! Shuyaku Soudatsusen (Japan)	Bishoujo Senshi Sailor Moon Super S : Zenin Sanka ! est un jeu de combat en 2D. Vous pouvez d'incarner neuf des Sailor Senshis ainsi que Chibi-Usa. Le jeu propose trois mode: le mode Scénario, vous incarnez l'une des héroïnes (donc uniquement les cinq Sailor de la Terre ou Chibi); le Versus, pour jouer à deux; le Match Simple, qui permet d'incarner n'importe lequel des dix personnages; le Tournoi, pour jouer jusqu'à huit ; et l'Entraînement, pour apprendre le maniement. Place ensuite aux combats, qui se déroulent en deux rounds gagnants chronométrés. Vous l'emporterez en vidant la jauge de vie de l'adversaire avant qu'elle n'assèche la vôtre. Et pour ce faire vous disposez de coups de poing, de coups de pied, et bien entendu, chaque personnage a sa panoplie d'attaques spéciales.
Bishoujo Wrestler Retsuden - Blizzard Yuki Rannyuu!! (Japan)	Bishoujo Wrestler Retsuden est un jeu de Catch Féminin. Ici on ne joue pas directement mais on ne fait qu' entraîner et manager une catcheuse choisie au début. Il faut pour cela planifier son emploi du temps en choisissant les activités à effectuer en fonction des résultats qu'on espère obtenir. Pendant les matches, on ne reste pas complètement passifs puisqu'il est possible de changer l'attitude de la catcheuse en appuyant sur un bouton de la manette. On peut ainsi lui dire d'être plus agressive ou plus prudente, et l'on peut lui dire d'utiliser sa prise de finition quand on veut mais seulement une fois par match.
Blackthorne (USA)	Depuis des temps immémoriaux, l'harmonie du monde de Tuul est régie par deux pierres sacrées renfermant l'essence de grands rois du passé. Ces deux artefacts, symbolisant respectivement la lumière et les ténèbres, sont en possession des deux rois qui règnent sur Tuul. Le roi Vlaros, champion de la lumière, règne sur Androth tandis que Sarlac domine Ka'dra'suul, dont les habitants, vénérant les ténèbres, ont fini par se transformer en monstres diaboliques au fil des générations. Sarlac et ses hordes envahissent Androth par surprise. Le roi Vlaros crée un portail dimensionnel et expédie son fils unique, Kyle, sur la Terre, pour préserver la pierre de la lumière. Deux décennies plus tard, Kyle est devenu un soldat d'élite, dressé pour tuer. Il est temps de pour lui de revenir sur Tuul et d'y briser la tyrannie de Sarlac. Le jeune héritier devra explorer plusieurs lieux sinistres et parvenir à la sortie de chaque zone sans perdre la vie.
BlaZeon - The Bio-Cyborg Challenge (USA)	La dernière lutte désespérée de l'humanité pour vaincre ses oppresseurs bio-cyborgs ! Fly Garland, la dernière innovation des forces rebelles humaines. À bord de ce vaisseau, vous prendrez le contrôle de croiseurs de combat bio-cyborgs et les utiliserez pour vous frayer un chemin jusqu'au quartier général ennemi. Assistez au déroulement de la bataille grâce à des graphismes spectaculaires à la pointe de la technologie. C'est de l'action non-stop alors que vous devenez le dernier espoir de la galaxie !
Block Kuzushi (Japan)	Block Kuzushi est un casse brique. Vous y contrôlez une sorte de palette sur laquelle devra rebondir une bille qui ira briser des briques de couleur. Certaines d'entre elles abritent des objets bonus permettant d'agrandir votre palette ou faire des dégâts de zone. Certains niveaux sortent du cadre du casse brique classique en vous opposant à des boss se déplaçant dans la zone.
Blue Crystal Rod, The (Japan)	Sorti uniquement au Japon, The Blue Crystalrod est le 4ème épisode de la série des Tower of Druaga sur Super Nintendo. Ce jeu d'aventure vous met une nouvelle fois dans la peau du guerrier Gilgamesh après que celui-ci ait récupéré la fameuse Baguette de Cristal Bleu des mains du vil Druaga. Le soft annonce un total de 48 fins différentes puisque ce sera à vous seul de décider de l'utilité de la baguette.
Blues Brothers, The (USA)	The Blues Brothers est un jeu d'action/plates-formes sur Super Nintendo. Alors qu'ils sont poursuivis par la justice, vous pouvez prendre le contrôle des deux Blues Brothers : Jake ou Elwood à travers 5 niveaux (prison, rivière, grande ville...). Ramassez des bonus pour vous défaire de vos ennemis et retrouvez vos disques perdus.
Bobby's World (USA) (Proto)	Dans Bobby's World (un jeu basé sur la série télévisée avec Howie Mandel), même les tâches les plus banales — comme nettoyer sa chambre — donnent lieu à une aventure folle qui transcende le temps et l'espace. Du moins dans son esprit. Avec son araignée en peluche, Webbly, vous guiderez Bobby à travers des mondes fantastiques qui vous émerveilleront et vous envelopperont alors que vous essayez de l'aider à survivre à ces aventures et à rentrer chez lui sain et sauf. Visitez des endroits fous comme le Far West, l'Espace Extérieur, les Profondeurs de la Mer, et même Sous le Lit en éliminant toute créature qui se dresse sur le chemin d'une pièce propre.
Bomberman B-Daman (Japan)	Le principe est très très simple : on déplace son B-Daman de la droite vers la gauche et on doit envoyer une unique bille au bon endroit et au bon moment vers des bombes (qui se déplacent) afin de provoquer une réaction en chaine et toutes les faire exploser. Il n'y a qu'une seule façon de résoudre chaque niveau.
Bonkers (USA)	Un affreux larcin vient d'avoir lieu à Hollywood. La lampe d'Aladdin, la voix d'Ariel la Petite Sirène et le chapeau d'apprenti sorcier de Mickey viennent d'être volés ! Bonkers et son accolyte Lucky partent donc à la recherche des bandits à l'origine de ces disparitions. Ce jeu de plates-formes inspiré de la série Bonkers de Disney est différent du titre sorti sur Megadrive.
Boogerman - A Pick and Flick Adventure (USA)	Dans Boogerman sur Super Nintendo, vous dirigez un super héros cradingue. C'est un jeu de plates-formes traditionnel où il faut courir et sauter à travers les niveaux, sauf qu'ici pour tuer les ennemis, le héros doit roter, pêter et balancer des crottes de nez. Les niveaux traversés sont d'ailleurs tout aussi dégoutant : Montagne de muqueuse, Marécage flatulent, etc. Emétophobes s'abstenir...
Bounty Sword (Japan)	Bounty Sword est un RPG-Stratégie. Le début du jeu met en scène une bataille ou l'on dirige un perso seul face à plusieurs bandits. On se bat à l'épée, on utilise de la magie, Le début du jeu met en scène une bataille ou l'on dirige un perso seul face à plusieurs bandits. Vous devez programme le personnage en leur donnant des ordres et en déterminant des attitudes, et ensuite les combats se déroulent en temps réel,vous vous battez à l'épée et utilisez de la magie. Vous pouvez vous déplacer sur une carte pour visiter certaines zone qui vous mèneront dans des villes ou autres...
Boxing Legends of the Ring (USA)	Dans Boxing Legends of the Ring, vous montez sur le ring aux côtés de huit légendes de la catégorie des poids moyens, parmi lesquelles Roberto Durán, Jake LaMotta, Sugar Ray Leonard, Marvin Hagler et James Toney. Vous pouvez disputer des combats d'exhibition ou gravir les échelons en mode carrière pour devenir le plus grand de tous les temps. Utilisez des jabs, des crochets, des uppercuts et même, de temps à autre, des coups bas illégaux pour épuiser votre adversaire. Chaque mise au tapis vous rapporte un Super Punch, un coup dévastateur qui peut mettre fin au combat s'il touche sa cible, mais que vous perdez si vous le ratez. Deux indicateurs suivent l'action : des jauges de frappe en forme de gants et un affichage des dégâts montrant les visages des boxeurs se couvrir de bleus et de sang au fil du temps. Une touche originale : la caméra alterne à chaque round, passant de votre point de vue à celui de l'épaule de votre adversaire pour une expérience plus cinématographique.
Brain Lord (USA)	Brain Lord sur Super Nintendo est un jeu de rôle dans lequel vous incarnez un jeune guerrier à la recherche de son père. Vous explorez des donjons et combattez des ennemis en temps réel en utilisant différents types d'armes. Le jeu propose aussi des énigmes à résoudre lors de la quête principale.
Brainies, The (USA)	Ce jeu de réflexion comporte 101 niveaux, dans lesquels vous devez guider un nombre variable de Brainies de quatre couleurs différentes vers une case correspondant à leur couleur. Vous contrôlez un réticule et appuyez sur le bouton de tir lorsque vous survolez un Brainy pour prendre ou relâcher le contrôle de son déplacement. Si vous manquez de temps, vous perdez une vie. La difficulté réside dans le fait que vous ne pouvez contrôler que la direction dans laquelle un Brainy va marcher. Une fois celle-ci définie, il continuera à marcher jusqu'à ce qu'il heurte un mur, un obstacle ou un autre Brainy. Pour compliquer un peu les choses, il existe divers obstacles, comme des flèches qui changent la direction dans laquelle un Brainy marche, ainsi que des objets que vous pouvez éventuellement ramasser.
