#key	synopsis
Mario Party 2 (USA)	Mario and a range of well known Nintendo characters, including Yoshi, Bowser, Luigi, and Wario return for some more party action. The second edition includes 5 new boards, each with a specific theme, such as Space Land, Western Land, Horror Land, and Mystery Land. Each board includes unique attributes in relation to the theme, but the main goal is the same: complete the board game over a certain amount of moves and be the player to have the most coins and/or stars at the end. The single player story mode allows one person and 3 CPU controlled players to play each board. Once you play a specific mini-game (64 in all), they become available to purchase using the coins you collected in your games to play anytime. Multiplayer allows 2 to 4 people to play the game.
Mario Party 3 (USA)	The series continues with a set of 70 new mini-games. Play in the new single-player Story mode, or bring in some friends for Party mode. Four player games and a new two player mode are also available for play. In Battle Royale mode (four player), you race around different boards to earn the most stars and coins. At the end of each round, you face it off in one of the mini-games, which can be chicken chases, snowball fights, or various other competitions. Duel mode allows play between just two people. You still race around the board, but mini-games are only played when you land on a specific square. Another play change is the addition of another character for your team, allowing tag team-style action in the game. Story mode is essentially the same as a Battle Royale, except your opponents are played by the computer.
Mario Tennis (USA)	Choose your favourite Nintendo character and take to the world of tennis. Game types include ring shot (where you must shoot the ball through golden hoops that are suspended above the play area, gaining bonus points as you play), bomb tennis (simply put Tennis with Bombs) and Piranha Challenge (much like the tennis machines which chuck balls at you, but in this case they are replaced with Piranha plants). Of course, there is your normal tournament mode, with up to 4 players in on the action, and some crazy arenas, especially Bowser's Castle, which is suspended above a lava pit!
Mega Man 64 (USA)	Mega Man blasts his way onto the Nintendo® 64 System for the first time ever! This epic adventure combines the best of classic Mega Man action with enormous bosses, a riveting storyline and all the depth of the hottest RPG. Explore vast 3-D worlds in your quest to find the treasure of all treasures, the Mother Lode. You'll love the stunning 3-D graphics, powerful weapons and non-stop action ...unless of course, you're a boos.
Mia Hamm Soccer 64 (USA) (En,Es)	Feel the excitement as you take the winning shot with soccer champion Mia Hamm! Be a part of Mia Hamm's All-Star team or take Mia on, as you play for the World Cup in front of thousands of animated fans. Learn the art of a corner kick, a penalty kick or how to beat a goalkeeper one-on-one, and get tips from Mia that you can take with you onto the real field!
Mickey's Speedway USA (USA)	Mickey's Speedway USA is a kart racer from Rare based on the Diddy Kong Racing game engine. Players compete in circuits of four races, grand prix style, and the player with the most points at the end of all four races wins the gold trophy. There are six initial racers, but only three sets of stats shared between them. Minnie and Daisy are lightweight and good for beginners, Mickey and Donald are both all-around characters, while Pete and Goofy are the slow but fast heavyweights.
Micro Machines 64 Turbo (USA)	With a quirky mix of toy car racers and sophisticated gameplay, Micro Machines 64 Turbo guarantees to be a refreshing addition to the stable of standard racing games. The wide variety of vehicles featured includes Formula 1 racers, speed boats, monster trucks, tanks, and ice cream trucks. Choose from 25 whimsical tracks, which run the gamut from a kitchen table to a chemistry lab, each including the appropriate props to match the d¿cor. Such detail rich touches keep this game interesting, even to the most jaded gamer. Belying the kiddie car appearance, the game requires you to plan strategically if you want to emerge the winner, making good use of the weapons at your disposal.
Midway's Greatest Arcade Hits - Volume 1 (USA)	Midway's Greatest Arcade Hits: Volume 1 contains the four Williams-produced games Defender, Sinistar, Robotron: 2084, and Joust plus the two extra games: Spy Hunter and Tapper.
Mike Piazza's Strike Zone (USA)	Mike Piazza's Strike Zone is a baseball simulator released exclusively for the Nintendo 64. Showcasing then-New York Mets catcher Mike Piazza on the cover and in the aforementioned title, it features the ability to play exhibition games as well a season mode that offers season lengths of 15, 81, or 162 games. A World Series mode, All-Star Game mode, and Home Run Derby mode are also among the offerings. The game has many customizable features (including the ability to change team names and logos).
Milo's Astro Lanes (USA)	Futuristic space bowling simulation, with nuclear balls, lots of power-ups and wacky characters. Robots, aliens and funky courses, and a multiplayer mode where you can ruin your friends' opportunities with different special weapons.
Mini Racers (USA) (Ja) (Proto)	Mini Racers has several game modes in single and multiplayer, including a track editor to create your own course and a random track generator. Radio-controlled cars could get a turbo boost by pressing the Z button. N64 Magazine played an early version and expressed their frustration with the poor camera, although when they played Spaceworld in 1999, they noted that the angle and distance of view were now configurable and could even be played in a top-down view.
Mischief Makers (USA)	It is a 2D side-scrolling platform game in which the protagonist uses her hands to grab, shake, and throw objects. There are 5 &quot;worlds&quot; in the game, each with about 10 levels. You are Marina Liteyears, assistant to professor Theo. The professor has been kidnapped, and some of King Aster's troops have defected. It is up to Marina, with some help from the troops still loyal to the king, to save the professor and defeat the evil empire.
Mission - Impossible (USA)	Prepare to enter into the most demanding and dangerous Mission Impossible ever. Your mission, should you decide to accept it, will be to guide your team through a spectacular series of authorized worldwide missions encompassing over 20 levels of gameplay. Razor-sharp reflexes, the ability to make quick decisions, strategic thinking and an extremely high level of accuracy will prove essential. As always, should you, or any member of IM Force be caught or killed, the Secretary will disavow any knowledge of your actions. As usual, Ethan Hunt will be your point man. This game will not self-destruct in five seconds, but you may...
Monaco Grand Prix (USA)	Innovative 4-point physics engine calculates and monitors all 4 tires independently, creating the most precise simulation of Grand Prix style racing you will ever experience. 16 international courses, and all tracks to scale with realistic dimensions, scenery and environments. Up to 22 racers competing on each track. Arcade, Amateur, Expert and Pro modes. Indestructible cars or real-life damage, dents and shrapnel. Weather effects and multiple road conditions. Start as an inexperienced driver with an entry-level team. As your skill improves, you're invited to race for more prestigious teams.
Monopoly (USA)	This time, a Monopoly game on your computer, as good as it knows to be in your reality. Every move of yours can be in 3D animation, or off if you don't want to see animations. There can be up to 6 players at once, and it can be played over the Internet. Music is in midi format, and the sound quality is at the wav format. Roll, spin, and don't miss to give us a grin.
Monster Truck Madness 64 (USA)	The game features 20 trucks to ride in and 10 tracks to race on. Single player game modes the game offers are exhibition and circuit race. During the races you have to drive to check points to set your time. You can pick up a variety of power-ups such as invisibility, homing missiles, oil slicks, shrink bombs, hover modes, nitro, super jumps and shields. In multi-player the game offers various game modes such as hockey, soccer, police chase, summit rumble (king of the hill) and tag. You can play the tracks during various types of weather and different times of the day.
Morita Shougi 64 (Japan)	Morita Shogi 64 is a Japanese virtual board game for the Nintendo 64. It was released only in Japan in 1998. It has a built-in RJ-42 Modem Connection port with which you were able to connect to (now dead) servers to play against other gamers all around the world.
Mortal Kombat 4 (USA)	A NEW DIMENSION OF KOMBAT Shao Kahn has been defeated at the hands of Earth's warriors, and now Shinnok has escaped to his confines in the Netherealm. The war has resumed once again. This time, the battle CAN be won by mortals! REAL WEAPON KOMBAT! Characters can pull out weapons that can be thrown, dropped or even picked up by your opponent and used against you. INTERACTIVE BACKGROUNDS: Objects in the background can be picked up and thrown at your opponents. SECRETS AND KODES: Mortal Kombat 4 is packed with hidden characters, kodes and other features that aren't even in the arcade game! 3D FATALITIES: Watch as brand new and classic fatalities take on a completely different meaning in 3 dimensions! 3D GAMEPLAY: Characters can now move in 3D to dodge projectiles or pick up weapons. Enter the sinister 3D realm of Mortal Kombat 4. Shinnok is ready... are you?
Mortal Kombat Mythologies - Sub-Zero (USA)	In a surprising twist of fate, Midway made a Mortal Kombat game that focuses on perhaps the series strongest point when compared to other fighting games: it's storyline. The game casts you in the shoes of Sub-Zero, and chronicles a series of events that ocurred prior to Mortal Kombat 1. In a storyline that is reminiscent of Looking Glass's Thief, the Lin Kuei assassin/thief is sent to steal an important document; this mission proves to be a test from a mysterious character (which turns out to be MK4's Quan Chi) and who charges you upon retrieval of this object to recover an ancient medallion of untold power. However once you retrieve the medallion, Quan Chi reveals that he actually tricked you, and the medallion is the key to awakening the demonic Shinnok (yup, the same baddie from MK4). You must now become a reluctant hero, as you pursue Quan Chi trough hell itself hoping you get to Shinnok before him.
Mortal Kombat Trilogy (USA)	All the characters from the first three Mortal Kombat games return for the ultimate battle. You can play as Kano, Reptile, Mileena, Kung Lao, Shang Tsung, Sindel, Sketor, Stryker, Nightwolf, Sheeva, Kitana, Scorpion, Sonya, Smoke (Cyber Ninja), Rain, Jade, Baraka, Johnny Cage, Ermac, Noob Saibot, Sub-Zero (Unmasked), Sub-Zero (Classic), Jax, Rayden, Cyrax, Liu Kang, Smoke (Human), Kabal, Goro, Kintaro, Motaro, or Shao Kahn. This game is one-on-one martial arts fighting. The player can choose from over thirty different characters, all with their own fighting style and their own special moves. Trilogy differs from the other games in that you can play combinations of people that otherwise isn't possible, such as old Liu Kang vs. new Liu Kang, etc. Mortal Kombat Trilogy also allows you to challenge a friend to a fight through a Windows IPX network connection.
MRC - Multi-Racing Championship (USA)	Sit down, strap in and hang on for the most extreme racing challenge the world has to offer. Race over a variety of terrains, battle the elements and secure your place among rally racing's most elite drivers. MRC's fully customizable settings let you equip your vehicle to exploit road conditions and weather to your advantage! Choose from 8 high-performance, fully customizable vehicles, plus two secret vehicles. Navigate through three challenging courses. Enjoy multiple viewing perspectives from a racer's bird's-eye perspective to behind-the-vehicle views. Speed through highly detailed backgrounds, amazing graphics and impressive sound effects for a realistic racing experience.
Ms. Pac-Man - Maze Madness (USA)	Ms. Pac-Man Maze Madness is a combination of classic Pac-Man (or in this case, Ms. Pac-Man) action, maze exploration and Sokoban-like puzzle elements. Players take on the role of Ms. Pac-Man and have to save Pac-Land once again. Although the game is in full 3D, players can only move along designated paths. The four Wonders, mystical regions separated from the rest of Pac-Land by force fields, contains four Gems of Virtue: Generosity, Truth, Wisdom and Courage, each holding enough power to help keep Pac-Land safe from evil. However, an unknown enemy has transformed the Enchanted Castle into a haunted house, in turn starting a chain reaction of evil all around Pac-Land and the four Wonders. It is up to Ms. Pac-Man to enter the 3D designed worlds of the four Wonders and put the evil to rest for good.
Mystical Ninja Starring Goemon (USA)	Mystical Ninja Starring Goemon is an action-based RPG similar in style to The Legend of Zelda: The Ocarina of Time. It is also the first localized Goemon game since The Legend of the Mystical Ninja for the SNES. Players control Goemon and his friends as they make their way through Ancient Japan to stop the Peach Mountain Shoguns. You can talk to characters, whack enemies with your pipe (or hurl coins at them), visit a deranged fortune teller who shrieks out &quot;PLASMA!&quot; at random intervals for no reason, and more. Each member of the Goemon team can also learn a special ability to access new areas as players progress through the game. Goemon earns the &quot;Sudden Impact&quot; power, which lets him move blocks he normally couldn't, Ebisumaru can shrink to small sizes so he can pass through tiny cracks, Sasuke earns an extra high jump, and Yae gets the ability to transform into a Mermaid so that she can swim underwater.
Nagano Winter Olympics '98 (USA)	The official game of the XVIII Olympic Winter Games held in Nagano, Japan, including 12 events such as Downhill, Giant Slalom, K-90 and K-120 Ski Jumping, Freestyle Aerials, Snowboard Halfpipe (only in the N64 version) and Slalom (in their Olympic debut), 500m and 1500m Speed Skating, Bobsleigh, Luge and Curling. Up to four players can choose one of 16 nations and compete in Olympic (play for the medals) or Championship mode (for the points, in a Decathlon-style competition).
Namco Museum 64 (USA)	No this isn't the 64th edition of Namco Museum, but it is a conversion of the series from the Playstation to the N64. Included in this version of the series are Pac-Man, Ms Pac-Man, Dig Dug, Pole Position, Galaga and Galaxian. And as usual you can dig into past info, sketches and pics for each title in the museum.
NASCAR 2000 (USA)	This NASCAR stock car racing simulation is a sequel of sorts to NASCAR Revolution. The game features 18 real world tracks plus several fantasy road courses, and 30 active NASCAR drivers plus some &quot;legend&quot; drivers. Game modes include quick races, full weekend events, a full or abridged championship series, a Race Against the King mode where you race against Richard Petty in a series of events, and multiplayer support for up to 4 players. Updated physics and AI help the game aim for more realism.
NASCAR 99 (USA)	Race to Win with NASCAR Cars, Drivers, and Tracks! Race on the high banks, Night racing under the lights, Step in and take the wheel, head to racing, celebrate victory Earnhardt style.
NBA Courtside 2 featuring Kobe Bryant (USA)	Step onto the hardwood in the shoes of one of the most exciting and creative players in the NBA today. NBA Courtside 2 delivers unparalleled graphics, incredibly fluid player animations, an extremely wide range of one-player controls and all-new two-player controls. Create a rookie, and depending on how well you play, their skill ratings will increase or decrease. Quick Play, Season Play, Arcade Play, 3-Point Contest, Tournament Mode and four different Season modes.
NBA Hangtime (USA)	NBA Hang Time is a 2-on-2 arcade basketball action game following in the footsteps of NBA Jam. All NBA teams, each featuring 4 players to choose from, are included along with fast paced, over-the-top basketball, disregarding the normal rules of the game but including fouls and out of bounds. You can also create your own player, with a collection of body parts and clothing to choose from.
NBA in the Zone '98 (USA)	This fully licensed NBA title features all teams and players from the NBA for the 97/98 season, allowing Exhibition, Season, Playoff and All-Star modes for 1-4 players. Full teams stats, info and schedules are included, along with a complete list of options to create the game you want (from the length of each match, rules, control schemes, difficulty and more).
NBA in the Zone '99 (USA)	Konami's second attempt of NBA basketball features all the options from the '98 title plus new motion captured moves, an icon passing system, on the fly play calling and up-to-date rosters and stats for the 98/99 NBA season. A new three point contest is included to go with the Exhibition, Season, Playoff and All-Star modes. All this and the voice of Chicago Bull public announcer Ray Clay.
NBA in the Zone 2000 (USA)	The third in the In the Zone titles features all the usual options you come to expect from an NBA simulation title, including Season, Exhibition, Playoff, All-Star, Slam Dunk and three point shoot-out contests. Fully licensed, the game features all the latest players, stats and teams from the NBA 99/2000 season, plus the icon-passing and on the fly play calling for a complete basketball game. Commentary again features the voice of Ray Clay.
NBA Jam 2000 (USA)	All-new 2-on-2 JAM mode featuring 50 dunks and awesome special effects! Custom 2-on-2 JAM mode courts, including street court. Authentic 5-on-5 simulation mode with actual team play styles like the Jazz Pick-and-Roll. Jaw-dropping ultra high-res graphics! Unique signature moves like the crossover dribble. Create your own JAM player. All 29 teams and over 300 NBA superstars! Over 800 all-new motion captured moves by the &quot;X-Man&quot; Xavier McDaniel!
NBA Jam 99 (USA)	NBA Jam returns, this time removed of its flashy jams and flaming basketballs, replaced with a full simulation of basketball complete with all teams and players of the 99 season, full create-a-player and create-a-team modes, season, exhibition and shoot out modes. Total team management is also included, with the ability to trade, release and sign new players as well as scouting reports. 4 player multiplayer is also supported.
NBA Live 2000 (USA) (En,Fr,De,Es)	Like its predecessors in the long-running series, NBA Live 2000 strives for realistic basketball simulation rather than arcade-like gameplay. New moves have been added in this installments, and opponent AI has been tweaked to make victory more dependent on executing the right moves at the right times. As in the previous NBA Live games, it is possible to edit and create basketball players, as well as create and build an own team.
NBA Live 99 (USA) (En,Fr,De,Es,It)	Play through the 98/99 NBA season or multiple seasons to build up your team over time. Or just jump straight to the playoffs. Trade, release or pick up free agents to add to your team. Have a bit of fun with the 3 point shootout mode. And a host of new player animations, including facial animations, and player moves.
NBA Showtime - NBA on NBC (USA)	The NBA like you've never seen it before! NBA Showtime: NBA on NBC brings you the top players from each team in a heart-pounding, pulse-racing above-the-rim match-up! You'll see the intensity on their faces and hear it in their voices, you'll feel the power of every pass and every shot! This is what the NBA is all about! Go for rebounds and 3-pointers in all 28 arenas around the league. Choose from over 130 real NBA players plus hidden characters!
Neon Genesis Evangelion (Japan)	Neon Genesis Evangelion is a game adaptation of Yoshiyuki Sadamoto’s manga of the same name which also got an anime release. It is the only Evangelion game that was released on N64. It covers the major battles from the entire Evangelion saga and features original footage from the anime. In Story Mode you take control of bio-mechanical mechas called Evas to fight against monstrous beings called Angels. To see every mission through, combo attacks (punches and kicks), blocking and grappling techniques are available at your disposal. Depending on the damage the Eva you control takes and if certain parameters are met during that time you will be given a time limit in which you must end the battle with the Angel. The Simulation Mode: almost plays like a shooter. It’s a 1st-person perspective mode where you must eliminate as many Angels as possible within the time limit. When the time limit ends you get a rank depending on how many enemies you destroyed and how many bullets you used.
New Tetris, The (USA)	With special new moves, additional ways to score, and room for up to 4 players simultaneously, this already habit-forming classic will have you absolutely addicted! Perform a Spin Move to place that hard-to-fit piece. Can't use the shape you're given? Use the Hold Piece instead. Form Multi- and Mono-Squares, then clear them to make you score soar! You can even dump Garbage on your friends as you compete in multi-player mode.
NFL Blitz (USA)	NFL Blitz gives the National Football League the same over-the-top treatment that Midway had used so effectively with NBA Jam. Features include exaggerated muscle-bound player models, &quot;turbo&quot; buttons, fast action, and some pretty wild rules changes (like 30 yards for a first down!). Blitz is nothing if not a unique football gaming experience. Player taunts (&quot;This is MY HOUSE!&quot;), unpenalized late hits, and amusing running commentary from the announcers (&quot;That was totally uncalled for -- but awfully fun to watch!&quot;) all add to the game's violent charm.
NFL Blitz - Special Edition (USA)	Real Teams, Real Players, Real Attitude! Buckle your chin strap and brace yourself for adrenaline style football like only Blitz can dish out! NFL Blitz Special Edition is completely updated for the NFL 2001-02 season featuring current teams, schedules and uniforms. Prepare yourself to take command of the fastest football video game on earth!
NFL Blitz 2000 (USA)	New edition of Midway's &quot;NFL Jam&quot; action/sports game where the emphasis is on bone-crushing action rather than sport simulation. Additions this year come in the form of a season mode, a simpler passing system based on preset buttons (gone is the &quot;aiming&quot; mechanism) as well as a limited yet functional play-book editor. Also included are new audible calls and voice-overs, smoother animations and new stadiums to play in. Supports multiplayer gameplay of up to 4 players in one single machine! (two on keyboard, two on gamepads).
NFL Blitz 2001 (USA)	No refs... No rules... Just 'classic' gridiron. Late hits, pass interferences, and other penalties are encouraged (though you can't run offside). Cheerleaders in, well, cheerleading uniforms liven up the end of the first and third quarter and there's enough stats to make the mathematically inclined happy. However, the teams features are not entirely based on real life (Indy was at the top), and it is not as addictive as the old-fashioned PC games of the early 1990's, but still a good game for someone who doesn't mind not-so-classic, almost XFL style football.
NFL QB Club 2001 (USA)	The final QC title on N64 follows in the similar footsteps of the previous three titles on the console, with a full on NFL football simulation with all the teams, players and stats. Modes include Exhibition, Season, Practice & Pro Bowl, with the option to play past NFL Super Bowl games our create your own custom simulation. You can also create your own team and players, a full play book, and sign or trade players pre-season. Up to 4 players are supported.
NFL Quarterback Club 2000 (USA)	QC returns for another season. For the third time around, improvements over the previous titles include far more player detail and animations during plays (thanks to 1200 motion captured moves) and more moves and strategies. In terms of gameplay, the usual assortment of options are included, from full team management (trades, drafting, etc.) to create a player and create a team modes. Play with 4 people in Tournament, Season, Playoffs, Pro Bowl and Exhibition games, along with the chance to re-live past Super Bowls.
NFL Quarterback Club 98 (USA)	Acclaim and Iguana come together for a full-on NFL football title. QC98 features full season, exhibition and playoff modes right through the the Super Bowl, with every team, player and stat from the 1998 season. You can also play historic Super Bowl games from past years, where you play as a specific team at a point in one of the many games, and attempt to re-create history. And if that isn't enough, you can also read full profiles on every player in the league.
NFL Quarterback Club 99 (USA)	Plenty of new additions have been made to this, the second Acclaim NFL title on the N64. Updates to every team, from player stats to team records, are included, along with 6 European NFL clubs, while team plays and AI strategy features the mind of New York Jets offensive coordinator Charlie Weis, and all 32 Super Bowls can be re-written to your style. Also included is a create a player mode; weekly, game and season awards; total team management options including trading, drafting and releasing players; 30 play books based on real team designs; Play-by-play from Mike Patrick, color calls from Randy Cross and referee calls from NFL's head of officials, Jerry Markbreit.
NHL 99 (USA)	After the award-winning NHL 98, EA worked to improve what was considered to be one the most complete ice hockey games in the market. Along the usual and almost obligatory NHL roster updates, the International mode first featured in the previous version was expanded, allowing players to choose IIHF rules and rink size.
NHL Blades of Steel '99 (USA)	Non-stop NHL action! The newest all-star in the Konami Sports Series hits the ice! Get ready for a whole new game! NHL Blades of Steel '99 hits the ice with all the NHL players, stats and action. Motion captured animation, adjustable team strategies and fully detailed NHL stadiums with real ice conditions. Updated 98-99 rosters called out by NHL TV announcer Randy Hahn. Trade players and sign free agents. Full season stat tracking and league leaders.
NHL Breakaway 98 (USA)	This ice hockey game has a playbook-based AI system based on the teams' actual playbooks allowing for specific teams to play their actual styles, with variable player size, from big defensemen to small speedy wingers. There is a total team management system to make trades, improve coaching, create draft picks and send players through training camps, or even send injured athletes for therapy. The inclusion of all the marquee players such as Lemieux, Gretzky, Messier, Sakic, Hull, and others is mostly mandatory in sports games. Also, the hints about how to play each team from NHL player Keith Tkachuk are a useful resource.
NHL Breakaway 99 (USA)	NHL Breakaway 99 is the sequel to NHL Breakaway 98. It is the second and last part in Acclaim's NHL series for the Nintendo 64. This new version includes new and updated rosters, teams and schedules. All 27 NHL team feature up to date stats and ratings from the 97-98 season. There are five game modes: exhibition, practice, season, shootout, and playoffs. A wide variety of settings can be set for each game including, injuries, fatigue, fighting and penalty options. Winning a season gains you points that you can invest to decrease injury time, develop your players' skills and trade players. In-game advice is provided by Steve Yzerman.
Nightmare Creatures (USA)	Adam Crowley, a once-respected scientist, now turned to black magic, has released a demonic contagion onto the streets of 1834 London. Based on the long-lost work of the Brotherhood of Hecate, it mutates its victim's bodies into grotesque nightmare creatures, and changes their minds into those of murderous brutes. When Dr. Jean F. began investigating, he was murdered. Now, as either his friend Ignatius Blackward, a priest and expert on the occult, or his daughter Nadia, a biologist and gymnast, fight against the creatures that roam the streets of London, the revived Brotherhood of Hectate, and the man behind it all, Adam Crowley. Gameplay is 3rd-person action, with an emphasis on melee combat. Ignatius and Nadia have different fighting styles and special moves. To keep things moving, an adrenaline meter depletes, killing the hero if it ever runs out. Kill monsters to top it up again. Gather special items to use on enemies, or just kill them using basic weapons.
Nintama Rantarou 64 Game Gallery (Japan)	Nintama Rantarō 64: Game Gallery is a collection of mini-games that are suitable for local play, much like a modern party game. Based on the anime and manga series, Nintama Rantarō.nnnnThe game transports players into the whimsical world of young ninja trainees. Mini-games are offered in both single-player and multiplayer modes. Players can take on various challenges, each designed to test their skills and reflect the nature of the show's characters.
Nuclear Strike 64 (USA)	Nuclear Strike 64 is a helicopter-based game, with strategy elements added to the action gameplay. The plot concerns an elite special force - the player's allies - pursuing a nuclear-armed rogue spy through a fictionalized Asian setting. It retained the earlier game's engine but added several modifications to improve graphical performance and make the game more accessible. The game features 15 playable vehicles, a large increase from previous games. In addition to the main fictionalized Apache, there are secondary helicopters, jets, armor and a hovercraft. The player also commands ground troops in occasional real-time strategy sections.
Nushi Zuri 64 (Japan)	Nushi Tsuri 64 is a fishing-themed role-playing game. It was the first installment of the series for the N64 console and received a Japanese-only release. There are 6 characters from which you can choose from before you start the game. Just like most RPGs you can freely roam the town, visit other towns as well, talk to NPCs and buy stuff which are mostly fishing-related. To fish you need to find a suitable spot and after catching a fish you can keep it to a water tank and feed it. While walking random encounters can occur at any time in which you are transferred at a different screen and have the choice of either throwing stuff like rocks at the enemy to chase them away or run across a path-like bar to reach to safety and end the battle. If you choose to do the latter you are vulnerable as the enemy is able to attack you and have your health depleted.
Nushi Zuri 64 - Shiokaze ni Notte (Japan)	Nushi Tsuri 64: Shiokaze Ninotte (Translates to &quot;Master of Fishing 64, The Sea Ride&quot;) is a fishing game for the Nintendo 64. It was released only in Japan in 2000. The Sequel to Nushi Tsuri 64 which was released 1998. It was compatible with Kawa no Nushi on the Game Boy Colour.
O.D.T. (USA) (En,Fr,Es) (Proto)	This game was never officially released. O.D.T. is an action role-playing game with some platforming and puzzle-solving elements. The player can choose to control any of the four characters. Each of them has his/her own strengths and weaknesses: for example, Maxx has high defense, while the archbishop has access to powerful occult techniques. Defeating enemies rewards the player with experience points, which can be used to increase a particular parameter of a character, increasing his/her combat abilities.
Off Road Challenge (USA)	Like Cruis'n USA, it was also an arcade game ported over to the N64. Gameplay is similar to that of its predecessor, Super Off Road: The Baja. The player races against other off-road vehicles across various landscapes, while collecting nitros and gold along the way. Gold picked up on the course or earned from racing can be used to upgrade the vehicle. Once the player has completed the circuit, they move up to the next difficulty level and go through it again, keeping the upgraded truck.
Ogre Battle 64 - Person of Lordly Caliber (USA)	The Holy Lodis Empire is planning the domination of the entire continent of Zeteginia! It is up to you to raise the flag of revolution and rid the land of the Lodis threat. Make decisions in real-time and take control of numerous characters to prove victorious on the battlefield and regain freedom for all people!
Olympic Hockey 98 (USA)	Olympic Hockey 98 is a hockey game with the official IOC license of the Olympic Winter Games 1998 in Nagano. However, this game is identical to Wayne Gretzky's 3D Hockey; the only changes are swapped teams (14 national teams instead of 26 NHL teams) and the implementation of the Olympic tournament. The license does not cover the athlete's names, i.e. all athletes employed outside the NHL are replaced by generic ones.
Onegai Monsters (Japan)	The player character is a child who starts a journey to become a monster breeder on his tenth birthday. After receiving and hatching an egg, the player walks around the world, completing requests from people and raising monsters. Requests are basic RPG quests—such as collecting an item for a non-playable character—and the monsters fight in Pokémon-style, turn-based battles. Unlike Pokémon, every monster in the game comes from the one baby that the player receives as their first monster. Depending on the food it is fed, the monster gains element points, which determine how it evolves. Monsters level up both through defeating other monsters and when walking around the town. Monsters hatch from eggs that can be bought at the local monster shop.
Pachinko 365 Nichi (Japan)	The 2nd Pachinko game on N64, also uses 5 recreated real machines from Pachinko company Heiwa (Peace Corporation). It has 3 modes: Battle Simulation where players play 365 days a year starting January 1st trying to earn as much money as possible, Pachinko Research mode where players can play freely while measuring machine configurations, stats over playtime, and individually adjust the tightness of each pin, and battle mode where 2 players (or 1 vs a cpu) try to get the most balls within the time limit on a old fashioned less graphically taxing machine.
Paper Mario (USA)	Paper Mario is the follow-up to Super Mario RPG: Legend Of The Seven Stars. Basically, this is an RPG set in the Mario universe. Mario has the ability to gain experience and grow levels by defeating enemies and bosses. Mario also has the ability to recruit teammates to help him out in turn-based battles. As well, Mario can collect badges that will help his combat abilities, star pieces that he can trade for badges, and more items that he can use throughout the game. The Star Spirits will also aid him in his quest.
Paperboy (USA)	Paperboy returns with a new retro-3D look, but with the same objectives. As the paperboy, you must deliver, to your list of subscribers, their paper. The more papers you deliver in the least amount of time, the better the chances of signing more subscribers. For each street, you have a maximum of subscribers that you need to sign-up before you can move onto the next, and more challenging street (aka, the next level). Each street also includes objects that will get in your way (such as dogs, fire hydrants, etc.) as well as bonus objectives (collecting three coins by knocking down people and items on the street will take you to the bonus levels, ranging from obstacle courses to catching fire flies. You can win extra subscribers by completing the bonus levels).
Parlor! Pro 64 - Pachinko Jikki Simulation Game (Japan)	This may be seen as the hardest of all the Pachinko games on the N64. The main menu has a career mode, quick play, options menu and a mix of quick play and career mode. The game has 3 tables which are available from the start.
PD Ultraman Battle Collection 64 (Japan)	PD Ultraman Battle Collection 64 is a role playing game based on the Japanese super hero Ultraman. This is one of the few Nintendo 64 games to make use of the transfer pak, the game can be connected with any Game Boy game to create a character in PD Ultraman Battle Collection 64 from the Game Boy game's data, similarly to Monster Rancher.
Penny Racers (USA)	Penny Racers is a racing game with cartoonish, made-of-paper-like cars. There are thirteen cars which you can choose from and nine tracks in total – all available right from the start. It features two playable modes, Race Series and Time Trial, and a mode that allows you to create your own track. The game also supports up to four human players.
Perfect Dark (USA)	Joanna Dark is an agent for the Carrington Institute, a secret organization funded by anonymous sources and dedicated to protecting the world. Through their highly trained operatives and special devices (gadgets), Carrington keeps an eye on terrorists, world powers, and strange happenings. The speed in which the dataDyne corporation has established itself through the development of new technologies is starting to worry the institute. So when Carrington receives a message from Dr. Caroll, a scientist wishing to escape dataDyne, they send their best agent, Joanna, to infiltrate the company headquarters... Perfect Dark is a first person game similar to Rare's earlier Goldeneye: 007 though with more of an emphasis on stealth. Joanna can pick up and use a variety of firearms. In addition she carries quite a few spy gadgets such as IR scanners, night vision, probes, and a deadly laptop. The Xbox 360 port has redone graphics to support a 1080p full HD resolution at 60 frames per second. It also incorporates full multiplayer support over Xbox LIVE.
PGA European Tour (USA)	European Tour is best thought of as a remake of the original game, rather than a sequel as such. It features 5 courses from across Europe, and 60 top European pros, rather than the US-leaned lineup of the original. The graphics are much more detailed and colorful, as you'd expect considering the intervening years of advances in programming skill. The control system is the standard three-click method used in most golf games, but you can now define intended draw/fade levels in advance of playing the shot, so that a perfect aim leads to a measured effect, and an imperfect one exaggerating the effect. As well as the Stroke Play games of the original (where you count the total score across the whole round of 18 holes, and compare this to your opponent), there are also Match Play (where the aim is to win as many individual holes as possible) and Skins (the same, but with money) modes as well.
Pilotwings 64 (USA)	PilotWings 64 is the update to the original PilotWings for SNES. The gameplay is somewhere between a flight simulation and an action/arcade experience. Players start with a limited number of craft and earn access to other craft and bonuses upon successful completion of set criteria.
Pokemon Puzzle League (USA)	Discover the most frantic, frenzied, fun-filled Pokémon challenge ever--Pokémon Puzzle League! Line up three or more blocks of the same type to clear them off the screen. Create chains and combos to send garbage to your opponent. Collect badges from other Pokémon trainers to earn the right to enter the ultimate competition... a battle against the mysterious Puzzle Master!
